sample_id,id,parent_context,thread_title,sentence,human_has_quad,human_aspect,human_category_label,human_opinion,human_sentiment_label,human_quads_json,notes
HV900_0602,n7ybyfn,"I'm telling you it really isn't a data thing. User data from Qwen Coder is more or less useless, especially for an organization as big as Alibaba (Qwen). What they're after is enterprise business. Big fish who'll spend millions on Qwen Coder and Alibaba Cloud for all their employees.",How does deepseek make money whats their business,We are hitting a “data wall” though I think the cost of data will go up. When I follow open source coding LLM training projects they are always complaining about not enough data.,Yes,coding LLM training projects,RESOURCES,complaining about not enough data,Negative,"[{""aspect"":""coding LLM training projects"",""opinion"":""complaining about not enough data"",""category"":""RESOURCES"",""sentiment"":""Negative""}]",
HV900_0165,oc28965,,Best local model that fits into 24gb vram for,Ministral 8B or 14B Instruct depending on how much context you need. Both are multimodal and blazingly fast and compared to qwen3.5 alternatives they are pure instruct and don't reason at all. Try qwen3.5 first but I def had situations where latency was too high due to their thinking,Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""Gemma 4"",""category"":""SOFTWARE"",""opinion"":""Native support for function-calling, structured JSON output, and native system instructions"",""sentiment"":""Positive""},{""aspect"":""Gemma 4"",""category"":""INTELLIGENCE"",""opinion"":""supports high-quality offline code"",""sentiment"":""Positive""}]",
HV900_0900,n0p4oe1,,Struggling with vllm the instructions make it,"Goto claude, describe what you're trying to do, paste your error, follow steps, paste next error, rinse repeat.",Yes,claude,INTELLIGENCE,"paste your error, follow steps, paste next error, rinse repeat",Positive,"[{""aspect"":""claude"",""category"":""INTELLIGENCE"",""opinion"":""paste your error, follow steps, paste next error, rinse repeat"",""sentiment"":""Positive""}]",
HV900_0039,o6l8otf,,Ollama fim model suggestion,for code completion i really like the zed editor with their zeta model. they have recently implemented ollama support as well. for vscode i use continue + their instinct model,Yes,zeta model,INTELLIGENCE,really like the zed editor with their zeta model,Positive,"[{""aspect"":""zeta model"",""category"":""INTELLIGENCE"",""opinion"":""really like the zed editor with their zeta model"",""sentiment"":""Positive""}]",
HV900_0251,nt52yos,"thanks, I bought it before the withdrawal just as the 9070 xt was coming out, should I be looking at this new mistral 3 that recently came out for creating writing?",Best model for 7900 xtx setup,Yes. I also just saw that Devstral-2-Small was just released - it has excellent coding scores on SWE-Bench. Not available for LM Studio yet as Llama.cpp needs to work on the tokenizer. Keep an eye on it over the next few days.,Yes,Multi,Multi,Multi,Mixed,"[{""aspect"":""Devstral-2-Small"",""category"":""INTELLIGENCE"",""opinion"":""has excellent coding scores on SWE-Bench"",""sentiment"":""Positive""},{""aspect"":""Devstral-2-Smal"",""category"":""RESOURCES"",""opinion"":""Not available for LM Studio yet as Llama.cpp needs to work on the tokenizer"",""sentiment"":""Negative""}]",
HV900_0284,npwl9l7,,1x 6000 pro 96gb or 3x 5090 32gb,"I have a dgx spark with 128GB VRAM, I could not load even the smallest kimi 2 thinking. I think you could build around 96gb rtx 6000 pro, with a lot of memory, like at least 512GB, for kimi 2 (Q2) to work.",Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""kimi 2 thinking"",""category"":""RESOURCES"",""opinion"":""could not load even the smallest kimi 2 thinking"",""sentiment"":""Negative""},{""aspect"":""kimi 2"",""category"":""RESOURCES"",""opinion"":""at least 512GB, for kimi 2 (Q2) to work"",""sentiment"":""Negative""}]",
HV900_0195,oasa2np,,Nvidianemotron3nano4bgguf,"""The model has been compressed from NVIDIA-Nemotron-Nano-9B-v2 using the Nemotron Elastic framework"" (9B-v2 is from Aug 2025)",Yes,The model,TECHNICAL,has been compressed from NVIDIA-Nemotron-Nano-9B-v2 using the Nemotron Elastic framework,Neutral,"[{""aspect"":""The model"",""category"":""TECHNICAL"",""opinion"":""has been compressed from NVIDIA-Nemotron-Nano-9B-v2 using the Nemotron Elastic framework"",""sentiment"":""Neutral""}]",
HV900_0788,nmv5hb0,,Minimaxm2 asteroid game unsloth,Unbelievable Q3. It seems that by the end of 2026 we will have an LLM that can be used for local coding tasks on par with the current Claude.,Yes,Q3,TECHNICAL,Unbelievable Q3,Positive,"[{""aspect"":""Q3"",""category"":""TECHNICAL"",""opinion"":""Unbelievable Q3"",""sentiment"":""Positive""}]",
HV900_0283,o93xa7m,Its tough to weight the trade off between low quantization 27b and higher precision 35b a3b. I’m glad he did this testing because with 16gb VRAM I was mulling over the same decision myself.,Qwen35 27b vs 35b unsloth quants livecodebench,"It really isn't, the 27B will perform better regardless. The performance delta is too large.",Yes,the 27B,COMPARATIVE,will perform better regardless,Positive,"[{""aspect"":""the 27B"",""category"":""COMPARATIVE"",""opinion"":""will perform better regardless"",""sentiment"":""Positive""}]",
HV900_0005,n792ltz,"Gtx 1080ti, 16Gb ddr3 system RAM, and a very old i5 CPU",Gptoss120b outperforms deepseekr10528 in,"That is super weird. Neither one should fit in VRAM.. And I had the same pc, minus the ""ti"", but upgraded my way out of 2016 for this specific occasion. If you consider a 5060ti 16gb, you ought to get 10x better output",Yes,Neither one,RESOURCES,Neither one should fit in VRAM,Negative,"[{""aspect"":""Neither one"",""category"":""RESOURCES"",""opinion"":""Neither one should fit in VRAM"",""sentiment"":""Negative""}]",
HV900_0499,n6ylbf1,,Get ready for glm45 local gguf woot woot,"ExllamaV3 dev branch supports it, it kinda works with tabbyAPI then, after patching chat_template.jinja support (there's a PR for it). Turboderp uploaded quants, I'm trying 3.07bpw because that's all I can fit locally. It works with Cline, it doesn't work with Claude Code Router for me - tool call responses aren't parsed properly. I just set it to auto approve and I'm watching it go and go on its own, it's fun.",Yes,Multi,Multi,Multi,Mixed,"[{""aspect"":""it"",""category"":""SOFTWARE"",""opinion"":""kinda works with tabbyAPI"",""sentiment"":""Positive""},{""aspect"":""it"",""category"":""RESOURCES"",""opinion"":""that's all I can fit locally"",""sentiment"":""Negative""},{""aspect"":""It"",""category"":""SOFTWARE"",""opinion"":""works with Cline"",""sentiment"":""Positive""},{""aspect"":""it"",""category"":""SOFTWARE"",""opinion"":""doesn't work with Claude Code Router for me"",""sentiment"":""Negative""}]",
HV900_0667,n79t6yp,,Gptoss120b outperforms deepseekr10528 in,"Both the 20b and the 120b got a score of 30/48 on my benchmark (without thinking), which is a low score. I feel like these models may indeed have been trained on the test set, unless there is some major bug in the llama.cpp implementation. [",Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""the 20b and the 120b"",""category"":""INTELLIGENCE"",""opinion"":""got a score of 30/48 on my benchmark"",""sentiment"":""Negative""},{""aspect"":""these models"",""category"":""TECHNICAL"",""opinion"":""may indeed have been trained on the test set"",""sentiment"":""Negative""}]",
HV900_0436,o22rusr,,Drummers rocinante x 12b v1 its back and its,"Hmm, got it. I wish I could test it somewhere that isn't local, sadly none of my current computers have the requisite ram.",Yes,it,RESOURCES,none of my current computers have the requisite ram,Negative,"[{""aspect"":""it"",""category"":""RESOURCES"",""opinion"":""none of my current computers have the requisite ram"",""sentiment"":""Negative""}]",
HV900_0823,o03bzer,,Nemotron3nano30b is a spectacular general purpose,"> tasks that require a lot of function calling across a large ctx window. I enjoy using it for that very large ctx window (1 million tokens) combined with hybrid attention which results in a blazing fast model that I have found to be very reliable. Ok, very interesting, that makes sense. Mind if I ask what your setup is? Are you running it through llama.cpp, vllm, or something else?",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""it"",""category"":""TECHNICAL"",""opinion"":""very large ctx window (1 million tokens)"",""sentiment"":""Positive""},{""aspect"":""it"",""category"":""PERFORMANCE"",""opinion"":""blazing fast model"",""sentiment"":""Positive""},{""aspect"":""it"",""category"":""BEHAVIOR"",""opinion"":""very reliable"",""sentiment"":""Positive""}]",
HV900_0182,nav222t,On lmarena works great with minimum censored... Funny because the generation or edit pictures with GPT is very low censored nowadays ...,Nanobanana is a massive jump forward in image,Grok imagine now animates full nudity.,Yes,Grok,BEHAVIOR,animates full nudity,Neutral,"[{""aspect"":""Grok"",""category"":""BEHAVIOR"",""opinion"":""animates full nudity"",""sentiment"":""Neutral""}]",
HV900_0158,oaybcmm,,Benchmarking qwen3535b3ab on 8 gb vram gaming,35B is an amazing model. It's smart enough for most tasks and can run on average consumer systems. Qwen did a great job here,Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""35B"",""category"":""INTELLIGENCE"",""opinion"":""an amazing model"",""sentiment"":""Positive""},{""aspect"":""It"",""category"":""INTELLIGENCE"",""opinion"":""smart enough for most tasks"",""sentiment"":""Positive""},{""aspect"":""35B"",""category"":""RESOURCES"",""opinion"":""can run on average consumer systems"",""sentiment"":""Positive""}]",
HV900_0653,nyslx5b,,Best opensource al for coding like claude code,"B VRAM, try Qwen2.5-Coder 3B/7B (Q4 quant) - works well for Python refactoring. For better quality, Qwen3-30B-Coder with CPU offload (slower but better for complex debugging). Use [Continue.dev]( for IDE integration with Ollama/llama.cpp.eat with local models via [Ollama.eat]( with local models via Ollama.",Yes,Multi,Multi,Multi,Mixed,"[{""aspect"":""Qwen2.5-Coder 3B/7B"",""category"":""INTELLIGENCE"",""opinion"":""works well for Python refactoring"",""sentiment"":""Positive""},{""aspect"":""Qwen3-30B-Coder"",""category"":""PERFORMANCE"",""opinion"":""slower"",""sentiment"":""Negative""},{""aspect"":""Qwen3-30B-Coder"",""category"":""INTELLIGENCE"",""opinion"":""better for complex debugging"",""sentiment"":""Positive""}]",
HV900_0323,njfeihy,,Whats a good uncensored model for general use,"I have a version of Mistral-small NEO imat, etc. and the storytelling config, writes reams of text depending on the harness.",Yes,Mistral-small NEO,BEHAVIOR,writes reams of text depending on the harness.,Neutral,"[{""aspect"":""Mistral-small NEO"",""category"":""BEHAVIOR"",""opinion"":""writes reams of text depending on the harness."",""sentiment"":""Neutral""}]",
HV900_0880,na7wfq5,"Gotta restrain my hype but yeah this model absolutely fucks. It's not on the level of GPT 5 in terms of pure intelligence, but maybe a better creative writer, and seemingly uncensored as ever, if not more so.",Deepseek v31 reasoner improves over deepseek r1,"This is crazy talk. Connections demonstrates ability to reason about relations of words but does not have anything to do with creative writing ability. V3.1 is a dry, factual software agent. Your tastes in fiction might be strange..",Yes,V3.1,BEHAVIOR,"a dry, factual software agent",Negative,"[{""aspect"":""V3.1"",""category"":""BEHAVIOR"",""opinion"":""a dry, factual software agent"",""sentiment"":""Negative""}]",
HV900_0149,o4uongn,,Glm5 officially released,>They reduced plan quota while raising prices. In fairness it was comically cheap before & didn't run out of quota if you squinted at it hard enough like claude,Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""it"",""category"":""RESOURCES"",""opinion"":""comically cheap before"",""sentiment"":""Positive""},{""aspect"":""it"",""category"":""RESOURCES"",""opinion"":""didn't run out of quota"",""sentiment"":""Positive""}]",
HV900_0179,n54hz5x,I see this chart all the time but I don’t understand the longer context length columns. Does a dash “-“ mark mean it was test tested but failed? Does an empty cell mean it was not tested at that length at all?,New qwen3 on fictionlivebench,"Yes correct. - typically means the provider errored out, typically this is because the reasoning length caused it to go past the token limit.",Yes,the reasoning length,TECHNICAL,reasoning length caused it to go past the token limit,Negative,"[{""aspect"":""the reasoning length"",""category"":""TECHNICAL"",""opinion"":""reasoning length caused it to go past the token limit"",""sentiment"":""Negative""}]",
HV900_0749,nwa0066,,Best multilingual models for nsfw storytelling,"Mistral, Mistral, Mistral, any model, any time, all the way.",Yes,Mistral,BEHAVIOR,"Mistral, Mistral, Mistral, any model, any time, all the way.",Positive,"[{""aspect"":""Mistral"",""category"":""BEHAVIOR"",""opinion"":""Mistral, Mistral, Mistral, any model, any time, all the way."",""sentiment"":""Positive""}]",
HV900_0790,n3639p8,,Moonshot ais open source kimi k2 outperforms gpt4,"Is 3 days not new anymore?! It takes that log just to download (j/k). But heck, llama.cpp doesn't even support it (quite) yet. Seriously though, don't be too surprised to see stuff rolling in, these things actually do take time to get set up and tested, especially for a 1T model.",Yes,Multi,Multi,Multi,Mixed,"[{""aspect"":""it"",""category"":""SOFTWARE"",""opinion"":""llama.cpp doesn't even support it (quite) yet"",""sentiment"":""Negative""},{""aspect"":""these things"",""category"":""SOFTWARE"",""opinion"":""these things actually do take time to get set up and tested, especially for a 1T model"",""sentiment"":""Neutral""}]",
HV900_0582,nakk2tq,,Local reasoning model,There are some finetune models based on existing instruct models like Gemma and Mistral with additional training to add reasoning. But those are usually also trained on datasets produced by Chinese models like DeepSeek R1.,Yes,Multi,Multi,Multi,Neutral,"[{""aspect"":""Gemma"",""category"":""TECHNICAL"",""opinion"":""additional training to add reasoning"",""sentiment"":""Neutral""},{""aspect"":""Mistral"",""category"":""TECHNICAL"",""opinion"":""additional training to add reasoning"",""sentiment"":""Neutral""}]",
HV900_0649,o7ekcik,,Qwen 3 27b is impressive,"btw Qwen Next is the same architecture as Qwen 3.5. I feel like it may be a smarter model and able to keep coherent more, since it's fully dense, but it's likely to have less general knowledge than Qwen 3 Coder Next given the lower param count",Yes,Multi,Multi,Multi,Mixed,"[{""aspect"":""Qwen Next"",""category"":""COMPARATIVE"",""opinion"":""may be a smarter model and able to keep coherent more"",""sentiment"":""Positive""},{""aspect"":""Qwen Next"",""category"":""COMPARATIVE"",""opinion"":""likely to have less general knowledge than Qwen 3 Coder Next"",""sentiment"":""Negative""}]",
HV900_0506,n9cncjt,,Best local model for latex assistance and writing,GPT OSS 20b can do really good LaTeX + Cline or RooCode is really a best.,Yes,GPT OSS 20,INTELLIGENCE,can do really good LaTeX + Cline or RooCode is really a best,Positive,"[{""aspect"":""GPT OSS 20"",""category"":""INTELLIGENCE"",""opinion"":""can do really good LaTeX + Cline or RooCode is really a best"",""sentiment"":""Positive""}]",
HV900_0498,n4xd82l,,Sooooo when qwen3coder freedom edition gguf,"I mean, Gemma's just being sycophantic. It's not a very double-down model, on anything. It couldn't gaslight you even if it tried. But Qwen3 Coder is impressively censored: For the record, Qwen3 Coder will very happily discuss what happened at Jallianwala Bagh in Amritsar in 1919, so it's not against discussing massacres of non-violent protesters by government forces in general.",Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""Gemma"",""category"":""BEHAVIOR"",""opinion"":""being sycophantic"",""sentiment"":""Negative""},{""aspect"":""Qwen3 Coder"",""category"":""BEHAVIOR"",""opinion"":""is impressively censored"",""sentiment"":""Negative""}]",
HV900_0519,o33vg5l,,Step35flash 196ba11b outperforms glm47 and,Beating deepseek-v3.2 in agentic coding is not a high bar. The evaluations (have it write JNI bindings for a C++ lib) I've done using open code puts it significantly below MiniMax-M2.1 (not to mention GLM-4.7 and Kimi-K2.5).,Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""deepseek-v3.2"",""category"":""INTELLIGENCE"",""opinion"":""not a high bar"",""sentiment"":""Negative""},{""aspect"":""it"",""category"":""COMPARATIVE"",""opinion"":""puts it significantly below MiniMax-M2.1"",""sentiment"":""Negative""}]",
HV900_0200,nbo96vi,,Built a 7k workstation to run gptoss 120b locally,Dude. You should have spent that money on a single blackwell 6000 pro and then shoved it into a beater. The whole model fits in the GPU.,Yes,The whole model,RESOURCES,The whole model fits in the GPU,Positive,"[{""aspect"":""The whole model"",""category"":""RESOURCES"",""opinion"":""The whole model fits in the GPU"",""sentiment"":""Positive""}]",
HV900_0393,odgs21q,,Is q4 k m the best practical quantization method,"For example I've seen article recently where author benchmarks various unsloth quants of Qwen 3.5 397b and Minimax 2.5 against full weight. Minimax showed severe degradation at Q4. However Qwen benchmarked just 18% worse at TQ1, and Q2 and higher mostly got almost the same results as full weights.",Yes,Multi,Multi,Multi,Mixed,"[{""aspect"":""Minimax 2.5"",""category"":""TECHNICAL"",""opinion"":""showed severe degradation at Q4"",""sentiment"":""Negative""},{""aspect"":""Qwen 3.5 397b"",""category"":""TECHNICAL"",""opinion"":""benchmarked just 18% worse at TQ1, and Q2 and higher mostly got almost the same results as full weights"",""sentiment"":""Positive""}]",
HV900_0849,o0s4uvq,,Devstral small 2 vs glm 47 flash for agentic,Unsloth has specific instructions for the GLM 4.7 GGUF regarding repeat penalties.,Yes,GLM 4.7,SOFTWARE,specific instructions for the GLM 4.7 GGUF regarding repeat penalties,Neutral,"[{""aspect"":""GLM 4.7"",""category"":""SOFTWARE"",""opinion"":""specific instructions for the GLM 4.7 GGUF regarding repeat penalties"",""sentiment"":""Neutral""}]",
HV900_0129,n0e0eln,,Qwen3 coder soon,Oh! I didn't even think about their other MoE... A bigger coding MoE could be nice indeed. Something like 10x7b. And I also wonder how their 10x3b MoE will perform as a fine-tune for coding now.,Yes,Multi,Multi,Multi,Mixed,"[{""aspect"":""A bigger coding MoE"",""opinion"":""could be nice indeed"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""},{""aspect"":""10x3b MoE"",""opinion"":""will perform as a fine-tune for coding now"",""category"":""TECHNICAL"",""sentiment"":""Neutral""}]",
HV900_0798,nle2k6l,Literally ask your paid tools. GPT-5 is pretty good at figuring out codebases.,Meituanlongcatlongcatvideo hugging face,"Tyvm, I’ll totally do that! It’s weird, such a simple suggestion is a cure all! Thanks queen 👸 Weirdly enough, they keep saying hunter2 over and over again. Got a fix for that??",Yes,they,BEHAVIOR,keep saying hunter2 over and over again,Negative,"[{""aspect"":""they"",""category"":""BEHAVIOR"",""opinion"":""keep saying hunter2 over and over again"",""sentiment"":""Negative""}]",
HV900_0735,myr5afz,,Finetuning huggingface smolvlm 256m to control,vllm or llama.cpp? I fine tuned a smolvm500M and deploy it on vllm and llama.cpp but the output is not as well as using HF-transformers.,Yes,smolvm500M,INTELLIGENCE,output is not as well as using HF-transformers,Negative,"[{""aspect"":""smolvm500M"",""category"":""INTELLIGENCE"",""opinion"":""output is not as well as using HF-transformers"",""sentiment"":""Negative""}]",
HV900_0680,o0r912t,,768gb fully enclosed 10x gpu mobile ai build,you can run deepseek R1 full 671b or K2 at a decent speed locally in VRAM. Literally Deepseek in a box.,Yes,deepseek R1,PERFORMANCE,a decent speed locally in VRAM,Positive,"[{""aspect"":""deepseek R1"",""category"":""PERFORMANCE"",""opinion"":""a decent speed locally in VRAM"",""sentiment"":""Positive""}]",
HV900_0338,od1wso0,"For home assistant assist voice pipeline? also, how many GB of VRAM?",Qwen 35 4b versus qwen 25 7b for home assistant,I am running it on a 5060ti 16gb. I use ollama and set it to be persistent so it stays loaded on vram. Yes I use it for my voice pipeline. I am still working on getting things working the way I want but it seems to work better than other things I have tried.,Yes,it,COMPARATIVE,seems to work better than other things I have tried,Positive,"[{""aspect"":""it"",""opinion"":""seems to work better than other things I have tried"",""category"":""COMPARATIVE"",""sentiment"":""Positive""}]",
HV900_0709,n78w2lk,,What you dont like your new sota model,at least they tried to be open unlike xAI lmao grok 2 still hasnt come out and were on grok 4,Yes,grok 2,RESOURCES,still hasnt come out,Negative,"[{""aspect"":""grok 2"",""category"":""RESOURCES"",""opinion"":""still hasnt come out"",""sentiment"":""Negative""}]",
HV900_0168,n7y7jhx,,How does deepseek make money whats their business,"DeepSeek is more like a side project of a quant fund company. It doesn’t really need to make money at all ~ plus mostly funded by their billionaire owner. But for profit they earn by usage of their api to their model. For cost to performance, their R1 and V3 model really still good.",Yes,DeepSeek,PERFORMANCE,"cost to performance, their R1 and V3 model really still good",Positive,"[{""aspect"":""DeepSeek"",""category"":""PERFORMANCE"",""opinion"":""cost to performance, their R1 and V3 model really still good"",""sentiment"":""Positive""}]",
HV900_0504,nnk95fs,,Kimi 2 is the 1 creative writing ai right now,"The last time i have checked K2, it was heavily censored to the point of absurdity.",Yes,K2,BEHAVIOR,was heavily censored to the point of absurdity,Negative,"[{""aspect"":""K2"",""category"":""BEHAVIOR"",""opinion"":""was heavily censored to the point of absurdity"",""sentiment"":""Negative""}]",
HV900_0872,oe99kn2,"Token generation are crazy !!!! Big up Guyss !!! Good quantization, no regression observed There is a PR on eugr repo [",Gemma 4 26ba4b moe running at 4560 toks on dgx,It makes me feel proud to have my baby running on your GPU going brrrr. It would mean the world to me if you'd be the first one to make a coffee donation on my new BuyMeACoffee.com best vibes from Switzerland (where the model was quantized with solar power in my office at home :)),Yes,my baby,PERFORMANCE,running on your GPU going brrrr,Positive,"[{""aspect"":""my baby"",""category"":""PERFORMANCE"",""opinion"":""running on your GPU going brrrr"",""sentiment"":""Positive""}]",
HV900_0058,n8wlr8o,"GPT5 Thinking feels similar or better than o3 mini high and it's faster. If I'm willing to wait even longer, sometimes much longer, Grok 4 can solve more challenging problems than GPT5.",Ai downgrading,Maybe the only time I wanted thinking of GPT 5 Is when I asked really complex question and it failed... I mean I wasn't able to squeeze anything useful in complex relationship with GPT5 thinking. For me it is nowhere good,Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""GPT5 thinking"",""category"":""INTELLIGENCE"",""opinion"":""it failed"",""sentiment"":""Negative""},{""aspect"":""GPT5 thinking"",""category"":""INTELLIGENCE"",""opinion"":""wasn't able to squeeze anything useful in complex relationship with GPT5 thinking"",""sentiment"":""Negative""},{""aspect"":""GPT5 thinking"",""category"":""INTELLIGENCE"",""opinion"":""nowhere good"",""sentiment"":""Negative""}]",
HV900_0746,n3gsuex,,Your unpopular takes on llms,The creative writing ability of local LLMs has not improved and actually gotten worse after Llama 2.,Yes,local LLMs,INTELLIGENCE,has not improved and actually gotten worse after Llama 2,Negative,"[{""aspect"":""local LLMs"",""opinion"":""has not improved and actually gotten worse after Llama 2"",""category"":""INTELLIGENCE"",""sentiment"":""Negative""}]",
HV900_0780,odqirz8,,Llama rotate activations for better quantization,"I went ahead and ran Q4 on mine and it too did ""better"" than Fp16. I think we really gotta test on some long context to catch anything but major bugs.",Yes,Q4,TECHNICAL,"Q4 on mine and it too did ""better"" than Fp16",Positive,"[{""aspect"":""Q4"",""category"":""TECHNICAL"",""opinion"":""Q4 on mine and it too did \""better\"" than Fp16"",""sentiment"":""Positive""}]",
HV900_0750,nxcs5sg,For coding look into Qwen3-Coder-30B and Nemotron-Nano-30B. If you have the system RAM for it you can offload experts to CPU and get really solid tokens per second with Qwen3-Next-80B and GPT-OSS-120B.,What is the best model that a 7900xtx can run at,"Yeah Qwen3-Coder-30B is solid for coding, runs pretty smooth on my 7900xtx. Haven't tried the 80B models yet but might be worth testing if you got the RAM to spare",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""Qwen3-Coder-30B"",""category"":""INTELLIGENCE"",""opinion"":""solid for coding"",""sentiment"":""Positive""},{""aspect"":""Qwen3-Coder-30B"",""category"":""PERFORMANCE"",""opinion"":""runs pretty smooth on my 7900xtx"",""sentiment"":""Positive""}]",
HV900_0095,n36e86w,Gemma 3 27b 8.00\~ vs Kimi K2 1000b 8.50\~. Gemma 3 wins.,Kimi k2 tops creative writing benchmark,"This is not an efficiency evaluation, but a creative writing benchmark. So no, gemma does not win.",Yes,gemma,COMPARATIVE,does not win,Negative,"[{""aspect"":""gemma"",""category"":""COMPARATIVE"",""opinion"":""does not win"",""sentiment"":""Negative""}]",
HV900_0876,ocjy4gj,,When should we expect turboquant,"Qwen3.5 4b Claude 4.6 Opus abliterated q6_k is enough for my needs, but the maximum context size that fits in a 8gb M1 iPad Pro is 19,000 which is an issue.",Yes,Multi,Multi,Multi,Mixed,"[{""aspect"":""Qwen3.5 4b"",""category"":""BEHAVIOR"",""opinion"":""is enough for my needs"",""sentiment"":""Positive""},{""aspect"":""Qwen3.5 4b"",""category"":""TECHNICAL"",""opinion"":""the maximum context size that fits in a 8gb M1 iPad Pro is 19,000 which is an issue"",""sentiment"":""Negative""}]",
HV900_0669,n12mdl4,,How to transcribe a video and summarize it,"Then it can summarize, extract action items, or even chat with the transcript using GPT-4o.",Yes,GPT-4o,SOFTWARE,"summarize, extract action items, or even chat with the transcript",Positive,"[{""aspect"":""GPT-4o"",""category"":""SOFTWARE"",""opinion"":""summarize, extract action items, or even chat with the transcript"",""sentiment"":""Positive""}]",
HV900_0618,oczf37o,From 4B to 120B would be horrible. I hope there will be something like a Qwen 35B A3B in the lineup.,Gemma 4,"3B or 4B model should be that thing what we will know as ""Apple Siri"" and ""Apple Foundation Model Framework"" base model.",Yes,3B or 4B model,TECHNICAL,"should be that thing what we will know as ""Apple Siri"" and ""Apple Foundation Model Framework"" base model",Neutral,"[{""aspect"":""3B or 4B model"",""opinion"":""should be that thing what we will know as \""Apple Siri\"" and \""Apple Foundation Model Framework\"" base model"",""category"":""TECHNICAL"",""sentiment"":""Neutral""}]",
