sample_id,id,parent_context,thread_title,sentence,human_has_quad,human_aspect,human_category_label,human_opinion,human_sentiment_label,human_quads_json
HV900_0879,n0a1xi2,,Qwen3 tinyunsloth quants with vllm,"No, I read the issue. It may be qwen's quant isn't Marlin friendly, if that makes sense. You should give this quant a try then - IBM/RedHat bought Neural Magic, the naintainers of vLLM. They use llm-compressor on all their quants so this one _should_ work.",Yes,Qwen,TECHNICAL,quant isn't Marlin friendly,Negative,"[{""aspect"":""Qwen"",""opinion"":""quant isn't Marlin friendly"",""category"":""TECHNICAL"",""sentiment"":""Negative""}]"
HV900_0792,o7oqm6u,,Say i want my own Claude?,"You don't. You aren't getting SOTA models on a budget. End of story. Can you have an intelligent model that is able to code as well as say sonnet 4? I think qwen 3 coder next is pretty close, and that can be run pretty well on a 2500 dollar strix halo system.",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""Qwen 3 Coder Next"",""opinion"":""pretty close"",""category"":""COMPARATIVE"",""sentiment"":""Positive""},{""aspect"":""Qwen 3 Coder Next"",""opinion"":""can be run pretty well on a 2500 dollar strix halo system"",""category"":""RESOURCES"",""sentiment"":""Positive""}]"
HV900_0651,ner84z0,"But this is auto round. Also it's doing better than the original, unquantized weights, at least on the benchmarks they showed",Has anyone tried,I saw over 50 benchmarks on Deepseek v3.1 and 3bit sometimes out perform reported benchmarks by the authors.,Yes,DeepSeek V3.1 3bit,PERFORMANCE,sometimes out perform reported benchmarks,Positive,"[{""aspect"":""DeepSeek V3.1 3bit"",""opinion"":""sometimes out perform reported benchmarks"",""category"":""PERFORMANCE"",""sentiment"":""Positive""}]"
HV900_0273,o70uqkq,,Fun fact anthropic has never opensourced any llms,I have been hearing a lot that they use some secret sauce which makes claude as good as it is.,Yes,Claude,PERFORMANCE,secret sauce which makes claude as good as it is,Positive,"[{""aspect"":""Claude"",""opinion"":""secret sauce which makes claude as good as it is"",""category"":""PERFORMANCE"",""sentiment"":""Positive""}]"
HV900_0293,nnolth0,"A lot of users that complained about Minimax M2 were roleplayers lol. These benchmarks heavily weigh STEM tasks. I feel in particular, Gemini 2.5 Pro would be ranked a lot higher if they did a ""general"" benchmarking for the average user's use case",Artificial analysis has released a more indepth,"Not sure. I tried minimax M2 bf16 is STEM, math and coding and was disappointed. Just hungry hungry thinking with no solutions. Maybe the chat templates aren't ready but it was one thought so I don't think interleaved would be aa problem",Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""MiniMax M2"",""opinion"":""hungry hungry thinking with no solutions"",""category"":""INTELLIGENCE"",""sentiment"":""Negative""},{""aspect"":""MiniMax M2"",""opinion"":""was disappointed"",""category"":""SOFTWARE"",""sentiment"":""Negative""}]"
HV900_0379,o41nd3j,,Release experimental model with subquadratic,"Nemotron 3 Nano should be the easier, Kimi-linear less weights but likely the harder.",Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""Nemotron 3 Nano"",""opinion"":""should be the easier"",""category"":""SOFTWARE"",""sentiment"":""Positive""},{""aspect"":""Kimi-linear"",""opinion"":""less weights"",""category"":""RESOURCES"",""sentiment"":""Positive""},{""aspect"":""Kimi-linear"",""opinion"":""likely the harder"",""category"":""SOFTWARE"",""sentiment"":""Negative""}]"
HV900_0345,ngkn4gi,"""Your application is now production-ready and enterprise grade"" - Claude, it's a basic command-line application ffs.",How do you get qwen next to stop being such a,"Claude: ""It's a basic command-line application, ffs. Do it yourself.""",Yes,Claude,BEHAVIOR,Do it yourself,Negative,"[{""aspect"":""Claude"",""opinion"":""Do it yourself"",""category"":""BEHAVIOR"",""sentiment"":""Negative""}]"
HV900_0411,n29yan7,,Chatgpt 45 quality writing,Claude Sonnet 3.5 was absolutely god tier. Unfortunately no longer accessible and I feel that 3.7 and 4.0 are both downgrades in creativity.,Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""Claude Sonnet 3.5"",""opinion"":""absolutely god tier"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""},{""aspect"":""Claude Sonnet 3.7"",""opinion"":""downgrades in creativity"",""category"":""INTELLIGENCE"",""sentiment"":""Negative""},{""aspect"":""Claude Sonnet 4.0"",""opinion"":""downgrades in creativity"",""category"":""INTELLIGENCE"",""sentiment"":""Negative""}]"
HV900_0753,ngpnmr7,,What is the best llm with 1b parameters,"Gemma 3 0.3B is also an insane candidate, but qwen0.6 is better.",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""Gemma 3 0.3B"",""opinion"":""insane candidate"",""category"":""COMPARATIVE"",""sentiment"":""Positive""},{""aspect"":""Qwen 0.6B"",""opinion"":""better"",""category"":""COMPARATIVE"",""sentiment"":""Positive""}]"
HV900_0546,n6v3757,"They are not that good. If you look closer at their writing for example, it reads fine but full of logic errors, similar to for example Gemma 27B. It does not seem like a large model to me.",Horizon beta is openai another evidence,And another point against it being opensource 100b - it have visual capabilities,Yes,Horizon beta,INTELLIGENCE,have visual capabilities,Neutral,"[{""aspect"":""Horizon beta"",""opinion"":""have visual capabilities"",""category"":""INTELLIGENCE"",""sentiment"":""Neutral""}]"
HV900_0167,njxxml1,,Gemma3 270fine tuning for the first time,"Ask to ChatGPT, just Joke. What i expect, setting high epochs when finetuning model (especially with less datasets) that will cause general overfitting. Check ur training steps & datasets size. Also check params like temperture. sometime params makes answer weird. best way is paste whole code to chatgpt(Claude, Gemini) and request analysed the code. if u using VScode, they can see your opened codes.",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""ChatGPT"",""opinion"":""paste whole code ... request analysed the code"",""category"":""SOFTWARE"",""sentiment"":""Positive""},{""aspect"":""Claude"",""opinion"":""paste whole code ... request analysed the code"",""category"":""SOFTWARE"",""sentiment"":""Positive""},{""aspect"":""Gemini"",""opinion"":""paste whole code ... request analysed the code"",""category"":""SOFTWARE"",""sentiment"":""Positive""}]"
HV900_0890,nfoyspj,,Whats the best image analysis ai i can run,">I've already tried multiple ones like Gemma 3 with vision support, but as soon as an image is uploaded, it stops functioning. Is Gemma3 the one that had multimodality without the mmproj file sometimes? I think some clients might still want the mmproj such as hosted with unsloth's copy, [unsloth/gemma-3-4b-it-GGUF]( For instance, I still load an mmproj with llama.cpp's llama-server.",Yes,Gemma3,INTELLIGENCE,"as soon as an image is uploaded, it stops functioning",Negative,"[{""aspect"":""Gemma3"",""opinion"":""as soon as an image is uploaded, it stops functioning"",""category"":""INTELLIGENCE"",""sentiment"":""Negative""}]"
HV900_0442,n7ktvnw,,120b runs awesome on just 8gb vram,"How to use llama.cpp serve with kilo code or cline? The response format seems to have some issues, including tags like <|start|>assistant<|channel|>final<|message|>, which cannot be proper parsed by the tools.",Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""GPT-OSS-120B"",""opinion"":""response format seems to have some issues"",""category"":""SOFTWARE"",""sentiment"":""Negative""},{""aspect"":""GPT-OSS-120B"",""opinion"":""cannot be proper parsed by the tools"",""category"":""SOFTWARE"",""sentiment"":""Negative""}]"
HV900_0561,nitp7px,,Here we go again,Never cared about Qwen. Except 30b-A3B this one is very nice.,Yes,Qwen 30B-A3B,INTELLIGENCE,very nice,Positive,"[{""aspect"":""Qwen 30B-A3B"",""opinion"":""very nice"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""}]"
HV900_0194,o855gdl,now run llama-server so you could do that in your browser like in ChatGPT,How to run Qwen3.5 35B,Thanks a lot now I followed the guys steps which I have the model working great now my question is is there a way to have all my models in a single folder instead of what I just did here.,Yes,Qwen3.5 35B,SOFTWARE,model working great,Positive,"[{""aspect"":""Qwen3.5 35B"",""opinion"":""model working great"",""category"":""SOFTWARE"",""sentiment"":""Positive""}]"
HV900_0766,n4llxft,"It has the tell-tale signs that it was probably pruned at some point within the past two weeks. It struggles a lot with meta tasks now whereas it used to reliably handle them before. And its context following has taken a massive hit. I've honestly gone back to using Claude whenever I need work done on a complex script, because they fucked it up bad.",Qwen3 coder,It’s been a 6bit quant since march. Someone from Google commented as such in a HN discussion about their offerings.,Yes,Qwen3 Coder,TECHNICAL,been a 6bit quant since march,Neutral,"[{""aspect"":""Qwen3 Coder"",""opinion"":""been a 6bit quant since march"",""category"":""TECHNICAL"",""sentiment"":""Neutral""}]"
HV900_0363,nac3lh8,,Will we have something close to claude sonnet 4,i think antrophic has some secret sauce when it comes to coding. god knows they wont release an open model so we'll have to wait for qwen to replicate it,Yes,Claude Sonnet 4,SOFTWARE,secret sauce when it comes to coding,Positive,"[{""aspect"":""Claude Sonnet 4"",""opinion"":""secret sauce when it comes to coding"",""category"":""SOFTWARE"",""sentiment"":""Positive""}]"
HV900_0489,nyyb2be,"Mind if I ask which abliterated GPT-OSS 20B you like? I very briefly tried the Heretic version by p-e-w, quantized by bartowski, but in comparison with the normal version, I noticed the Heretic version still refused (an innocent but large and tricky coding request) and tended to output much less response content otherwise in a few other prompts I used to compare the two. Note that this was a very short and lazy test, but regardless I wasn't impressed.",Which is the best model under 15b,Sometimes the process of ablitration results in a lobotomized model !,Yes,abliterated GPT-OSS 20B,BEHAVIOR,lobotomized model,Negative,"[{""aspect"":""abliterated GPT-OSS 20B"",""opinion"":""lobotomized model"",""category"":""BEHAVIOR"",""sentiment"":""Negative""}]"
HV900_0636,n6el08b,any of my gemma 3 finetunes should be good with image inputs,Qwen 3 finetunes,Any 27B variants though? That’s the one I’m mainly looking for.,Yes,Gemma 3 finetunes,INTELLIGENCE,should be good with image inputs,Positive,"[{""aspect"":""Gemma 3 finetunes"",""opinion"":""should be good with image inputs"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""}]"
HV900_0481,nazb9qs,,Running glm 45 2 bit quant on 80gb vram and 128gb,"Try running GLM 4.5 Air on your Blackwell, or Blackwell plus ADA with vLLM AWQ quantization. I get 60 - tokens/second with 4x RTX 3090, and the decode is insane, like 10K tokens/second.",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""GLM 4.5 Air"",""opinion"":""60 - tokens/second"",""category"":""PERFORMANCE"",""sentiment"":""Positive""},{""aspect"":""GLM 4.5 Air"",""opinion"":""decode is insane, like 10K tokens/second"",""category"":""PERFORMANCE"",""sentiment"":""Positive""}]"
HV900_0236,o7m4byb,"Mitral Large 3 has more than 5x the parameter count of gpt-oss-120b. Not even the same class for comparison. It is competing in a class with GLM 4.7, Qwen 3.5 397B, and KIMI 2.5 and not doing well.",American closed models vs chinese open models is,"Mistral Large 3 is not competing with Qwen3.5, GLM-5 or KimiK2.5, perhaps in size, but that's about it. It's no wear near the same level in intelligence.",Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""Mistral Large 3"",""opinion"":""not competing with Qwen3.5, GLM-5 or KimiK2.5"",""category"":""COMPARATIVE"",""sentiment"":""Negative""},{""aspect"":""Mistral Large 3"",""opinion"":""no wear near the same level in intelligence"",""category"":""INTELLIGENCE"",""sentiment"":""Negative""}]"
HV900_0813,obls75n,,New ai server,"Qwen Coder 30B or Qwen Next 80B are surprisingly good at RAG, data extraction and data synthesis, which is what your pipeline looks like.",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""Qwen Coder 30B"",""opinion"":""surprisingly good at RAG, data extraction and data synthesis"",""category"":""TECHNICAL"",""sentiment"":""Positive""},{""aspect"":""Qwen Next 80B"",""opinion"":""surprisingly good at RAG, data extraction and data synthesis"",""category"":""TECHNICAL"",""sentiment"":""Positive""}]"
HV900_0628,o7d5skh,"I've tested llama 4 a few times, it's not that it's inherently stupid, but it absolutely can't follow instructions to save it's weights.",Decided to give llama 4 a try seems it cant even,"Take my angry upvote for introducing me to ""to save its weights"" because immediately I'm going to start using that.",Yes,Llama 4,BEHAVIOR,absolutely can't follow instructions,Negative,"[{""aspect"":""Llama 4"",""opinion"":""absolutely can't follow instructions"",""category"":""BEHAVIOR"",""sentiment"":""Negative""}]"
HV900_0448,no4lfod,,Ama with moonshot ai the opensource frontier lab,"I've been using kimi-k2-thinking and it's been great. About my question: following recent papers like deepseek-ocr and z.ai's glyphs, what are your thoughts on this path forward?",Yes,Kimi-K2-Thinking,PERFORMANCE,been great,Positive,"[{""aspect"":""Kimi-K2-Thinking"",""opinion"":""been great"",""category"":""PERFORMANCE"",""sentiment"":""Positive""}]"
HV900_0576,o43xhau,"I am also currently looking into this - have you decided for a model yet? Also: If I understood correctly, there are problems with local LLMs and tool-calling. There is a [merge request]( with a fix - but it's not merged yet.",Nemo 30b is insane 1m token ctx on one 3090,"So far its looking like this one. I want at least 25-35 token/s. Seed OSS 36B is coming in second, but its a lot slower, albeit slightly better at some tasks.",Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""Nemo 30B"",""opinion"":""looking like this one"",""category"":""PERFORMANCE"",""sentiment"":""Positive""},{""aspect"":""Seed OSS 36B"",""opinion"":""a lot slower"",""category"":""PERFORMANCE"",""sentiment"":""Negative""},{""aspect"":""Seed OSS 36B"",""opinion"":""slightly better at some tasks"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""}]"
HV900_0041,nje0zwj,,Whats a good uncensored model for general use,"Hermes 4, the most ""uncensored"" model according to Benchmarks, with the least refusal rate, also supports reasoning and generally can work great in any situation, even writing, it's based in the llama 3 architecture",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""Hermes 4"",""opinion"":""least refusal rate"",""category"":""BEHAVIOR"",""sentiment"":""Positive""},{""aspect"":""Hermes 4"",""opinion"":""supports reasoning"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""},{""aspect"":""Hermes 4"",""opinion"":""can work great in any situation"",""category"":""PERFORMANCE"",""sentiment"":""Positive""}]"
HV900_0140,nutgw7t,,Googles gemma models family,"Yeah, 270M parameters doesn't leave a lot of general knowledge, so it seems like you need to fine tune in order to impart the domain-specific knowledge and improve performance",Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""Gemma 3 270M"",""opinion"":""doesn't leave a lot of general knowledge"",""category"":""INTELLIGENCE"",""sentiment"":""Negative""},{""aspect"":""Gemma 3 270M"",""opinion"":""need to fine tune in order to impart the domain-specific knowledge and improve performance"",""category"":""TECHNICAL"",""sentiment"":""Positive""}]"
HV900_0087,o1l4bwb,Try renting a GPU on runpod to see if it is the low quant that you are using that is leading to worse performance (or not).,Has anyone got glm 47 flash to not be shit,"I could just offload to my RAM and try the 8-bit quant overnight. If 8 bits doesn't work, then I don't know what to tell you, but I really feel like the model isn't nearly as valuable if quantization causes it to regress so much.",Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""GLM 4.7 Flash"",""opinion"":""quantization causes it to regress so much"",""category"":""TECHNICAL"",""sentiment"":""Negative""},{""aspect"":""GLM 4.7 Flash"",""opinion"":""model isn't nearly as valuable"",""category"":""PERFORMANCE"",""sentiment"":""Negative""}]"
HV900_0324,o21lx6i,"Wow, finally the cost of frontier performance coding can come down. here is a cost comparison: gpt-5.2: inputs: $1.750 outputs: $14.000 opus 4.5: inputs: $5 outputs: $25 kimi-k2.5: inputs: $0.6 outputs: $3 excited to have claude code become more affordable <3",Kimi k25 architecture dive 1t params 384 experts,You can use claude code cli with kimi 2.5 model,Yes,Kimi 2.5,SOFTWARE,use claude code cli with kimi 2.5 model,Positive,"[{""aspect"":""Kimi 2.5"",""opinion"":""use claude code cli with kimi 2.5 model"",""category"":""SOFTWARE"",""sentiment"":""Positive""}]"
HV900_0387,naggiss,,Qwenimageedit m3 ultra 512gb comfyui,"As a rule of thumb, you should expect about half the speed of a 3090, that is an unavoidable result of the FP 16 operations per second of the chip. Perhaps someday if we use the Apple neural core for this type of work it could improve.",Yes,QwenImageEdit,PERFORMANCE,about half the speed of a 3090,Negative,"[{""aspect"":""QwenImageEdit"",""opinion"":""about half the speed of a 3090"",""category"":""PERFORMANCE"",""sentiment"":""Negative""}]"
HV900_0670,npdm1vl,"qwen3 30b is my goto but gpt 20b is my goto coder. Literally using it right now. The way I see it, it's a playstation vs xbox vs steam type situation. Not that 1 is better, just that they have different awesome games you can play.",Qwen openai models,"It's so nice to see what OpenAI can do, when they really want to do something that belongs to their name (open...). Wish they would do more like this, the OSS models are great assistants, not just for coding and fairly lightweight. Nothing would stop them from doing it like Alibaba does it - close source the top dog model (Qwen 3 Max, GPT 5.x) and OS the models that lie underneath.",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""GPT-OSS models"",""opinion"":""great assistants, not just for coding"",""category"":""SOFTWARE"",""sentiment"":""Positive""},{""aspect"":""GPT-OSS models"",""opinion"":""fairly lightweight"",""category"":""RESOURCES"",""sentiment"":""Positive""}]"
HV900_0866,mznv7uo,"Okay, but why is a 4b parameter finetune of Qwen outperforming o3 and Claude? Was it trained on the benchmark?",Jannano128k a 4b model with a superlong context,"Because the other models benchmarked without tools access....... This is pretty normal, that is how Perplexity showing their number too. This small model is just googling things and find the answers, just like perplexity it's not overfit on the benchmark.",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""Jannano128k"",""opinion"":""outperforming o3 and Claude"",""category"":""COMPARATIVE"",""sentiment"":""Positive""},{""aspect"":""Jannano128k"",""opinion"":""not overfit on the benchmark"",""category"":""TECHNICAL"",""sentiment"":""Positive""}]"
HV900_0762,o3vyaom,,No nvidia no problem my 2018 potato 8th gen i3,"Here I am strategizing how to justify to the wife and get a Strix Halo 128GB ram setip cause my Mac Mini M4 Pro 24GB can only run GPT OSS 20B. You rock, my guy. .",Yes,GPT-OSS-20B,RESOURCES,Mac Mini M4 Pro 24GB can only run GPT OSS 20B,Neutral,"[{""aspect"":""GPT-OSS-20B"",""opinion"":""Mac Mini M4 Pro 24GB can only run GPT OSS 20B"",""category"":""RESOURCES"",""sentiment"":""Neutral""}]"
HV900_0779,nj51ann,,Koboldcpp now supports video generation,I would prefer to have better LLM support of the recent Qwen multimodal models.,Yes,Qwen multimodal models,SOFTWARE,prefer to have better LLM support,Negative,"[{""aspect"":""Qwen multimodal models"",""opinion"":""prefer to have better LLM support"",""category"":""SOFTWARE"",""sentiment"":""Negative""}]"
HV900_0076,obyq452,"""Open Source"" comes from ""Open source _software_"". Ir refers-to a class of product all programmers understand. There's no direct equivalent to LLMs and training data. I'll agree it's problematic for Qwen or anyone else to use ""Open Source"" to apply to this new class of product. What's an open source tangerine?",Qwen wants you to know,"> What's an open source tangerine? The organization whose job is to define what is or isn't open source doesn't say anything about tangerines, but here's what they say about AI:",Yes,Qwen,BEHAVIOR,problematic ... to use Open Source to apply to this new class of product,Negative,"[{""aspect"":""Qwen"",""opinion"":""problematic ... to use Open Source to apply to this new class of product"",""category"":""BEHAVIOR"",""sentiment"":""Negative""}]"
HV900_0524,ncljqfz,Doesn’t the optimum converter work given that it already supports Gemma 3 architecture,Converting finetunned hf gemma3 model to onnx,"No, it didnt work. They dont have support for gemma 3 yet. Tried to create custom config, but failed so far.",Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""Gemma 3"",""opinion"":""dont have support for gemma 3 yet"",""category"":""SOFTWARE"",""sentiment"":""Negative""},{""aspect"":""Gemma 3"",""opinion"":""Tried to create custom config, but failed so far"",""category"":""SOFTWARE"",""sentiment"":""Negative""}]"
HV900_0855,nl8q1bb,,Best fixedcost setup for continuous llm code,Run GLM 4.6 or Qwen Coder 480b. Only you can decide if those models perform as well as GPT/Claude for your purposes.,Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""GLM 4.6"",""opinion"":""Run GLM 4.6"",""category"":""SOFTWARE"",""sentiment"":""Positive""},{""aspect"":""Qwen Coder 480B"",""opinion"":""Run Qwen Coder 480b"",""category"":""SOFTWARE"",""sentiment"":""Positive""}]"
HV900_0801,oe168p4,,Pewgemma4e2bithereticara gemma 4s defenses,"> GGUF unsloth and bartowski say something is wrong with gemma4 gguf conversion and is being investigated, so maybe it would be better for wait for now...",Yes,Gemma4,TECHNICAL,something is wrong with gemma4 gguf conversion,Negative,"[{""aspect"":""Gemma4"",""opinion"":""something is wrong with gemma4 gguf conversion"",""category"":""TECHNICAL"",""sentiment"":""Negative""}]"
HV900_0682,n7ziv5j,I have a Mac Studio with 128 GB and prefer Qwen 235B. I'm still hoping for a 2-bit DWQ version of the large GLM 4.5 version. ;).,Glm 45 air or qwen 3 235b k xl which one would,what is the DWQ aspect? 2 bit won't lose too much?,Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""Qwen 235B"",""opinion"":""prefer Qwen 235B"",""category"":""COMPARATIVE"",""sentiment"":""Positive""},{""aspect"":""GLM 4.5"",""opinion"":""hoping for a 2-bit DWQ version"",""category"":""TECHNICAL"",""sentiment"":""Neutral""}]"
HV900_0655,nnr5eeb,"Yeah, but Gemma didn't get the hype comparable to the other models.",Kimi 2 is the 1 creative writing ai right now,"Lmfao?? Gemma sucks balls, it can't follow or understand implicit instructions at all.",Yes,Gemma,INTELLIGENCE,can't follow or understand implicit instructions at all,Negative,"[{""aspect"":""Gemma"",""opinion"":""can't follow or understand implicit instructions at all"",""category"":""INTELLIGENCE"",""sentiment"":""Negative""}]"
HV900_0772,o5om75u,"Qwen 3 Coder Next 80B is also performing great on SWE-Rebench which is not contaminated, and it's far away from 80% score (it's 30-55% saturated). It's probably just a great model for autonomously resolving software issues.",Cant tell if this is true or not,Do you think it deserves the pass@5 score higher than any model ever tested including Opus 4.6?,Yes,Qwen 3 Coder Next 80B,SOFTWARE,performing great on SWE-Rebench,Positive,"[{""aspect"":""Qwen 3 Coder Next 80B"",""opinion"":""performing great on SWE-Rebench"",""category"":""SOFTWARE"",""sentiment"":""Positive""}]"
