row_id,ai_tools,aspect,sentiment,review_text,argument,tokens_json,bio_tags_json,matched_terms_json,span_count,tag_status
10,Microsoft Copilot,Emotional Intelligence,Positive,"It's an excellent app, and Copilot is just a miracle of science. It is so human and so friendly that I have no words. Besides, it helps me choose a new laptop, it is also helping me choose a new perfect app for reading aloud my old PDF books, searching for new science news, or, on my Windows, helping me translate from foreign languages like Russian, English, or the old Polish language. Since I discovered Copilot, my life has changed.",It is so human and so friendly that I have no words.,"[""It's"", ""an"", ""excellent"", ""app"", "","", ""and"", ""Copilot"", ""is"", ""just"", ""a"", ""miracle"", ""of"", ""science"", ""."", ""It"", ""is"", ""so"", ""human"", ""and"", ""so"", ""friendly"", ""that"", ""I"", ""have"", ""no"", ""words"", ""."", ""Besides"", "","", ""it"", ""helps"", ""me"", ""choose"", ""a"", ""new"", ""laptop"", "","", ""it"", ""is"", ""also"", ""helping"", ""me"", ""choose"", ""a"", ""new"", ""perfect"", ""app"", ""for"", ""reading"", ""aloud"", ""my"", ""old"", ""PDF"", ""books"", "","", ""searching"", ""for"", ""new"", ""science"", ""news"", "","", ""or"", "","", ""on"", ""my"", ""Windows"", "","", ""helping"", ""me"", ""translate"", ""from"", ""foreign"", ""languages"", ""like"", ""Russian"", "","", ""English"", "","", ""or"", ""the"", ""old"", ""Polish"", ""language"", ""."", ""Since"", ""I"", ""discovered"", ""Copilot"", "","", ""my"", ""life"", ""has"", ""changed"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[""friendly"", ""human""]",2,matched
11,Microsoft Copilot,Usefulness,Positive,"It's an excellent app, and Copilot is just a miracle of science. It is so human and so friendly that I have no words. Besides, it helps me choose a new laptop, it is also helping me choose a new perfect app for reading aloud my old PDF books, searching for new science news, or, on my Windows, helping me translate from foreign languages like Russian, English, or the old Polish language. Since I discovered Copilot, my life has changed.","Besides, it helps me choose a new laptop.","[""It's"", ""an"", ""excellent"", ""app"", "","", ""and"", ""Copilot"", ""is"", ""just"", ""a"", ""miracle"", ""of"", ""science"", ""."", ""It"", ""is"", ""so"", ""human"", ""and"", ""so"", ""friendly"", ""that"", ""I"", ""have"", ""no"", ""words"", ""."", ""Besides"", "","", ""it"", ""helps"", ""me"", ""choose"", ""a"", ""new"", ""laptop"", "","", ""it"", ""is"", ""also"", ""helping"", ""me"", ""choose"", ""a"", ""new"", ""perfect"", ""app"", ""for"", ""reading"", ""aloud"", ""my"", ""old"", ""PDF"", ""books"", "","", ""searching"", ""for"", ""new"", ""science"", ""news"", "","", ""or"", "","", ""on"", ""my"", ""Windows"", "","", ""helping"", ""me"", ""translate"", ""from"", ""foreign"", ""languages"", ""like"", ""Russian"", "","", ""English"", "","", ""or"", ""the"", ""old"", ""Polish"", ""language"", ""."", ""Since"", ""I"", ""discovered"", ""Copilot"", "","", ""my"", ""life"", ""has"", ""changed"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""I-ASP"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[""choose"", ""helps"", ""helps me""]",3,matched
12,Gemini,Usefulness,Negative,"Repeatedly says something went wrong. Tried everything and it won't generate a thing. Will be canceling subscription. I found out it will kick people out of the server at random if you hit a ""fake"" set limit. They usually won't let you generate for an hour or so but tonight it's been close to 3 hours. Paying $20 a month to be ""limited"" based on what the servers could handle. I don't recommend at all!",Repeatedly says something went wrong.,"[""Repeatedly"", ""says"", ""something"", ""went"", ""wrong"", ""."", ""Tried"", ""everything"", ""and"", ""it"", ""won't"", ""generate"", ""a"", ""thing"", ""."", ""Will"", ""be"", ""canceling"", ""subscription"", ""."", ""I"", ""found"", ""out"", ""it"", ""will"", ""kick"", ""people"", ""out"", ""of"", ""the"", ""server"", ""at"", ""random"", ""if"", ""you"", ""hit"", ""a"", ""\"""", ""fake"", ""\"""", ""set"", ""limit"", ""."", ""They"", ""usually"", ""won't"", ""let"", ""you"", ""generate"", ""for"", ""an"", ""hour"", ""or"", ""so"", ""but"", ""tonight"", ""it's"", ""been"", ""close"", ""to"", ""3"", ""hours"", ""."", ""Paying"", ""$"", ""20"", ""a"", ""month"", ""to"", ""be"", ""\"""", ""limited"", ""\"""", ""based"", ""on"", ""what"", ""the"", ""servers"", ""could"", ""handle"", ""."", ""I"", ""don't"", ""recommend"", ""at"", ""all"", ""!""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],0,no_match
13,Grok,Emotional Intelligence,Negative,Come on Grok hallucinates like a sailor and is horrific at translations,Grok hallucinates like a sailor,"[""Come"", ""on"", ""Grok"", ""hallucinates"", ""like"", ""a"", ""sailor"", ""and"", ""is"", ""horrific"", ""at"", ""translations""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],0,no_match
14,Gemini,Content,Negative,"Repeatedly says something went wrong. Tried everything and it won't generate a thing. Will be canceling subscription. I found out it will kick people out of the server at random if you hit a ""fake"" set limit. They usually won't let you generate for an hour or so but tonight it's been close to 3 hours. Paying $20 a month to be ""limited"" based on what the servers could handle. I don't recommend at all!",I don't recommend at all!,"[""Repeatedly"", ""says"", ""something"", ""went"", ""wrong"", ""."", ""Tried"", ""everything"", ""and"", ""it"", ""won't"", ""generate"", ""a"", ""thing"", ""."", ""Will"", ""be"", ""canceling"", ""subscription"", ""."", ""I"", ""found"", ""out"", ""it"", ""will"", ""kick"", ""people"", ""out"", ""of"", ""the"", ""server"", ""at"", ""random"", ""if"", ""you"", ""hit"", ""a"", ""\"""", ""fake"", ""\"""", ""set"", ""limit"", ""."", ""They"", ""usually"", ""won't"", ""let"", ""you"", ""generate"", ""for"", ""an"", ""hour"", ""or"", ""so"", ""but"", ""tonight"", ""it's"", ""been"", ""close"", ""to"", ""3"", ""hours"", ""."", ""Paying"", ""$"", ""20"", ""a"", ""month"", ""to"", ""be"", ""\"""", ""limited"", ""\"""", ""based"", ""on"", ""what"", ""the"", ""servers"", ""could"", ""handle"", ""."", ""I"", ""don't"", ""recommend"", ""at"", ""all"", ""!""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],0,no_match
15,Grok,Content,Negative,Come on Grok hallucinates like a sailor and is horrific at translations,is horrific at translations,"[""Come"", ""on"", ""Grok"", ""hallucinates"", ""like"", ""a"", ""sailor"", ""and"", ""is"", ""horrific"", ""at"", ""translations""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP""]","[""translations""]",1,matched
16,Perplexity,Usefulness,Positive,"Overall, the response from Perplexity is helpful. My question is What are the penalties for a DUI (Driving Under the Influence) and the same question for age under 18? And it gives me different outcome for different times of offenses, such as First DUI Offense, Second DUI Offense, Third DUI Offense, Fourth or Subsequent DUI Offense (Felony). \",the response from Perplexity is helpful.,"[""Overall"", "","", ""the"", ""response"", ""from"", ""Perplexity"", ""is"", ""helpful"", ""."", ""My"", ""question"", ""is"", ""What"", ""are"", ""the"", ""penalties"", ""for"", ""a"", ""DUI"", ""("", ""Driving"", ""Under"", ""the"", ""Influence"", "")"", ""and"", ""the"", ""same"", ""question"", ""for"", ""age"", ""under"", ""18"", ""?"", ""And"", ""it"", ""gives"", ""me"", ""different"", ""outcome"", ""for"", ""different"", ""times"", ""of"", ""offenses"", "","", ""such"", ""as"", ""First"", ""DUI"", ""Offense"", "","", ""Second"", ""DUI"", ""Offense"", "","", ""Third"", ""DUI"", ""Offense"", "","", ""Fourth"", ""or"", ""Subsequent"", ""DUI"", ""Offense"", ""("", ""Felony"", "")"", ""."", ""\\""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[""helpful""]",1,matched
17,Microsoft Copilot,Usefulness,Positive,"I use this app mostly for tracking my daily habits and to-do lists. The recent update made the notifications more responsive and added subtle visual tweaks that make it easier to see completed tasks. I don’t have a subscription, so I can’t try the new premium templates, but even the basic version feels a bit more polished than before.",I use this app mostly for tracking my daily habits and to-do lists.,"[""I"", ""use"", ""this"", ""app"", ""mostly"", ""for"", ""tracking"", ""my"", ""daily"", ""habits"", ""and"", ""to-do"", ""lists"", ""."", ""The"", ""recent"", ""update"", ""made"", ""the"", ""notifications"", ""more"", ""responsive"", ""and"", ""added"", ""subtle"", ""visual"", ""tweaks"", ""that"", ""make"", ""it"", ""easier"", ""to"", ""see"", ""completed"", ""tasks"", ""."", ""I"", ""don"", ""’"", ""t"", ""have"", ""a"", ""subscription"", "","", ""so"", ""I"", ""can"", ""’"", ""t"", ""try"", ""the"", ""new"", ""premium"", ""templates"", "","", ""but"", ""even"", ""the"", ""basic"", ""version"", ""feels"", ""a"", ""bit"", ""more"", ""polished"", ""than"", ""before"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""I-ASP"", ""O"", ""B-ASP"", ""I-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[""daily habits"", ""to-do lists""]",2,matched
18,Microsoft Copilot,Update,Positive,"I use this app mostly for tracking my daily habits and to-do lists. The recent update made the notifications more responsive and added subtle visual tweaks that make it easier to see completed tasks. I don’t have a subscription, so I can’t try the new premium templates, but even the basic version feels a bit more polished than before.",The recent update made the notifications more responsive.,"[""I"", ""use"", ""this"", ""app"", ""mostly"", ""for"", ""tracking"", ""my"", ""daily"", ""habits"", ""and"", ""to-do"", ""lists"", ""."", ""The"", ""recent"", ""update"", ""made"", ""the"", ""notifications"", ""more"", ""responsive"", ""and"", ""added"", ""subtle"", ""visual"", ""tweaks"", ""that"", ""make"", ""it"", ""easier"", ""to"", ""see"", ""completed"", ""tasks"", ""."", ""I"", ""don"", ""’"", ""t"", ""have"", ""a"", ""subscription"", "","", ""so"", ""I"", ""can"", ""’"", ""t"", ""try"", ""the"", ""new"", ""premium"", ""templates"", "","", ""but"", ""even"", ""the"", ""basic"", ""version"", ""feels"", ""a"", ""bit"", ""more"", ""polished"", ""than"", ""before"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""I-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[""recent update"", ""update"", ""version""]",2,matched
19,Microsoft Copilot,UI (User Interface),Positive,"I use this app mostly for tracking my daily habits and to-do lists. The recent update made the notifications more responsive and added subtle visual tweaks that make it easier to see completed tasks. I don’t have a subscription, so I can’t try the new premium templates, but even the basic version feels a bit more polished than before.",Added subtle visual tweaks that make it easier to see completed tasks.,"[""I"", ""use"", ""this"", ""app"", ""mostly"", ""for"", ""tracking"", ""my"", ""daily"", ""habits"", ""and"", ""to-do"", ""lists"", ""."", ""The"", ""recent"", ""update"", ""made"", ""the"", ""notifications"", ""more"", ""responsive"", ""and"", ""added"", ""subtle"", ""visual"", ""tweaks"", ""that"", ""make"", ""it"", ""easier"", ""to"", ""see"", ""completed"", ""tasks"", ""."", ""I"", ""don"", ""’"", ""t"", ""have"", ""a"", ""subscription"", "","", ""so"", ""I"", ""can"", ""’"", ""t"", ""try"", ""the"", ""new"", ""premium"", ""templates"", "","", ""but"", ""even"", ""the"", ""basic"", ""version"", ""feels"", ""a"", ""bit"", ""more"", ""polished"", ""than"", ""before"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""B-ASP"", ""I-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[""notifications"", ""responsive"", ""visual"", ""visual tweaks""]",3,matched
20,Microsoft Copilot,Subscription,Neutral,"I use this app mostly for tracking my daily habits and to-do lists. The recent update made the notifications more responsive and added subtle visual tweaks that make it easier to see completed tasks. I don’t have a subscription, so I can’t try the new premium templates, but even the basic version feels a bit more polished than before.","I don’t have a subscription, so I can’t try the new premium templates","[""I"", ""use"", ""this"", ""app"", ""mostly"", ""for"", ""tracking"", ""my"", ""daily"", ""habits"", ""and"", ""to-do"", ""lists"", ""."", ""The"", ""recent"", ""update"", ""made"", ""the"", ""notifications"", ""more"", ""responsive"", ""and"", ""added"", ""subtle"", ""visual"", ""tweaks"", ""that"", ""make"", ""it"", ""easier"", ""to"", ""see"", ""completed"", ""tasks"", ""."", ""I"", ""don"", ""’"", ""t"", ""have"", ""a"", ""subscription"", "","", ""so"", ""I"", ""can"", ""’"", ""t"", ""try"", ""the"", ""new"", ""premium"", ""templates"", "","", ""but"", ""even"", ""the"", ""basic"", ""version"", ""feels"", ""a"", ""bit"", ""more"", ""polished"", ""than"", ""before"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[""premium"", ""subscription""]",2,matched
21,Microsoft Copilot,Update,Positive,"I use this app mostly for tracking my daily habits and to-do lists. The recent update made the notifications more responsive and added subtle visual tweaks that make it easier to see completed tasks. I don’t have a subscription, so I can’t try the new premium templates, but even the basic version feels a bit more polished than before.",The basic version feels a bit more polished than before update.,"[""I"", ""use"", ""this"", ""app"", ""mostly"", ""for"", ""tracking"", ""my"", ""daily"", ""habits"", ""and"", ""to-do"", ""lists"", ""."", ""The"", ""recent"", ""update"", ""made"", ""the"", ""notifications"", ""more"", ""responsive"", ""and"", ""added"", ""subtle"", ""visual"", ""tweaks"", ""that"", ""make"", ""it"", ""easier"", ""to"", ""see"", ""completed"", ""tasks"", ""."", ""I"", ""don"", ""’"", ""t"", ""have"", ""a"", ""subscription"", "","", ""so"", ""I"", ""can"", ""’"", ""t"", ""try"", ""the"", ""new"", ""premium"", ""templates"", "","", ""but"", ""even"", ""the"", ""basic"", ""version"", ""feels"", ""a"", ""bit"", ""more"", ""polished"", ""than"", ""before"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""I-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[""recent update"", ""update"", ""version""]",2,matched
22,perplexity,Usefulness,Positive,"Perplexity's answer to this personal injury question is pretty helpful. And I can also cite the web resources for further investigation. \
\
Perplexity acts as a personal injury lawyer and provides below advice, including \As a personal injury lawyer",Perplexity's answer to this personal injury question is pretty helpful.,"[""Perplexity's"", ""answer"", ""to"", ""this"", ""personal"", ""injury"", ""question"", ""is"", ""pretty"", ""helpful"", ""."", ""And"", ""I"", ""can"", ""also"", ""cite"", ""the"", ""web"", ""resources"", ""for"", ""further"", ""investigation"", ""."", ""\\"", ""\\"", ""Perplexity"", ""acts"", ""as"", ""a"", ""personal"", ""injury"", ""lawyer"", ""and"", ""provides"", ""below"", ""advice"", "","", ""including"", ""\\"", ""As"", ""a"", ""personal"", ""injury"", ""lawyer""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[""helpful"", ""investigation"", ""resources""]",3,matched
23,Perplexity,Usefulness,Positive,"Perplexity's answer to this personal injury question is pretty helpful. And I can also cite the web resources for further investigation. \
\
Perplexity acts as a personal injury lawyer and provides below advice, including \As a personal injury lawyer",I can also cite the web resources for further investigation,"[""Perplexity's"", ""answer"", ""to"", ""this"", ""personal"", ""injury"", ""question"", ""is"", ""pretty"", ""helpful"", ""."", ""And"", ""I"", ""can"", ""also"", ""cite"", ""the"", ""web"", ""resources"", ""for"", ""further"", ""investigation"", ""."", ""\\"", ""\\"", ""Perplexity"", ""acts"", ""as"", ""a"", ""personal"", ""injury"", ""lawyer"", ""and"", ""provides"", ""below"", ""advice"", "","", ""including"", ""\\"", ""As"", ""a"", ""personal"", ""injury"", ""lawyer""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[""helpful"", ""investigation"", ""resources""]",3,matched
24,Canva AI,Usefulness,Positive,"Canva is good for making designs by yourself, but when you add 3 or 4 people into the mix, things get kind of busy and unpleasant to work with.",Canva is good for making designs by yourself.,"[""Canva"", ""is"", ""good"", ""for"", ""making"", ""designs"", ""by"", ""yourself"", "","", ""but"", ""when"", ""you"", ""add"", ""3"", ""or"", ""4"", ""people"", ""into"", ""the"", ""mix"", "","", ""things"", ""get"", ""kind"", ""of"", ""busy"", ""and"", ""unpleasant"", ""to"", ""work"", ""with"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],0,no_match
25,Canva AI,UI (User Interface),Negative,"Canva is good for making designs by yourself, but when you add 3 or 4 people into the mix, things get kind of busy and unpleasant to work with.","when you add 3 or 4 people into the mix, things get kind of busy and unpleasant to work with.","[""Canva"", ""is"", ""good"", ""for"", ""making"", ""designs"", ""by"", ""yourself"", "","", ""but"", ""when"", ""you"", ""add"", ""3"", ""or"", ""4"", ""people"", ""into"", ""the"", ""mix"", "","", ""things"", ""get"", ""kind"", ""of"", ""busy"", ""and"", ""unpleasant"", ""to"", ""work"", ""with"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],0,no_match
26,Chatgpt,Usefulness,Positive,"Answers are easy to understand and follow, though occasionally some explanations feel a bit wordy or could be simpler. Overall, it’s fairly clear and helpful.",Answers are easy to understand and follow.,"[""Answers"", ""are"", ""easy"", ""to"", ""understand"", ""and"", ""follow"", "","", ""though"", ""occasionally"", ""some"", ""explanations"", ""feel"", ""a"", ""bit"", ""wordy"", ""or"", ""could"", ""be"", ""simpler"", ""."", ""Overall"", "","", ""it"", ""’"", ""s"", ""fairly"", ""clear"", ""and"", ""helpful"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O""]","[""helpful""]",1,matched
27,Perplexity,Usefulness,Neutral,"can I still get compensation if I was partially at fault in the car accident? \""""",can I still get compensation if I was partially at fault in the car accident?,"[""can"", ""I"", ""still"", ""get"", ""compensation"", ""if"", ""I"", ""was"", ""partially"", ""at"", ""fault"", ""in"", ""the"", ""car"", ""accident"", ""?"", ""\\"", ""\"""", ""\""""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],0,no_match
